node_id,lat,lon,addr:housenumber,addr:postcode,addr:street,building,building:levels,denomination,historic,leisure,tourism,sport,area,ratio
4050,39.473466,-0.34879,,,,apartments,,,,,,,,
4051,39.4733003,-0.3493164,,,,apartments,11,,,,,,,
4052,39.4655369,-0.3501915,95,,Avinguda del Port,,,,,,,,,
4053,39.4706555,-0.3685383,,,,,,,,,,,,
4054,39.4707538,-0.3686061,,,,,,,,,,,,
4055,39.4708731,-0.3686882,,,,,,,,,,,,
4056,39.4709921,-0.3687707,,,,residential,,,,,,,,
4057,39.471109,-0.3688466,,,,residential,,,,,,,,
4058,39.4712071,-0.3690219,,,,residential,,,,,,,,
4059,39.4713158,-0.3689127,,,,residential,,,,,,,,
4060,39.4713733,-0.368738,,,,residential,,,,,,,,
4061,39.471503,-0.3686762,,,,residential,,,,,,,,
4062,39.4715107,-0.366598,13,,Avinguda de Navarro Reverter,residential,,,,,,,,
4063,39.4715604,-0.3667554,11,,Avinguda de Navarro Reverter,residential,,,,,,,,
4064,39.4716536,-0.3669402,9,,Avinguda de Navarro Reverter,residential,,,,,,,,
4065,39.4717417,-0.3666881,,,,residential,,,,,,,,
4066,39.471731,-0.3663901,,,,residential,,,,,,,,
4067,39.4712495,-0.365916,17,,Avinguda de Navarro Reverter,residential,,,,,,,,
4068,39.4713228,-0.3662728,15,,Avinguda de Navarro Reverter,residential,,,,,,,,
4069,39.4704151,-0.3656478,5,,,residential,12,,,,,,,
4070,39.4705356,-0.3658504,26,,Avinguda de Navarro Reverter,,,,,,,,,
4071,39.4705931,-0.3660706,24,,Avinguda de Navarro Reverter,,,,,,,,,
4072,39.4706661,-0.3662281,22,,Avinguda de Navarro Reverter,,,,,,,,,
4073,39.4707303,-0.366353,20,,Avinguda de Navarro Reverter,,,,,,,,,
4074,39.4707706,-0.366425,18,,Avinguda de Navarro Reverter,,,,,,,,,
4075,39.4707901,-0.3666726,,,Avinguda de Navarro Reverter,,,,,,,,,
4076,39.4709407,-0.3668693,12,,Avinguda de Navarro Reverter,,,,,,,,,
4077,39.4710213,-0.3669988,10,,Avinguda de Navarro Reverter,,,,,,,,,
4078,39.4711066,-0.3671431,8,,Avinguda de Navarro Reverter,,,,,,,,,
4079,39.4712009,-0.3672855,6,,Avinguda de Navarro Reverter,,,,,,,,,
4080,39.471248,-0.3674888,,,,,,,,,,,,
4081,39.471384,-0.3676248,,,,residential,,,,,,,,
4082,39.470415,-0.3673532,,,,residential,,,,,,,,
4083,39.4705433,-0.3674974,,,,,,,,,,,,
4084,39.4706388,-0.367613,,,,,,,,,,,,
4085,39.4707523,-0.3677514,,,,,,,,,,,,
4086,39.4708899,-0.3678214,,,,,,,,,,,,
4087,39.4710113,-0.3678172,,,,,,,,,,,,
4088,39.471075,-0.3678628,,,,,,,,,,,,
4089,39.4711212,-0.3680495,,,,,,,,,,,,
4090,39.4712359,-0.3681296,,,,residential,,,,,,,,
4091,39.4713307,-0.3682516,,,,residential,,,,,,,,
4092,39.4715748,-0.3681877,2,,Carrer del Gravador Esteve,residential,,,,,,,,
4093,39.4705503,-0.3684292,,,,residential,,,,,,,,
4094,39.4704649,-0.3682681,,,,residential,,,,,,,,
4095,39.4705251,-0.3680655,,,,residential,,,,,,,,
4096,39.4704906,-0.3678773,,,,residential,,,,,,,,
4097,39.4704593,-0.3677158,,,,residential,,,,,,,,
4098,39.4704217,-0.3675538,,,,residential,,,,,,,,
4099,39.4616315,-0.3417904,,,,,,,,,,,,
4100,39.4613808,-0.3416418,,,,,,,,,,,,
4101,39.4612507,-0.3412191,,,,,,,,,,,,
4102,39.4612701,-0.341965,,,,,,,,,,,,
4103,39.4612168,-0.3417869,,,,,,,,,,,,
4104,39.4611697,-0.3416288,,,,,,,,,,,,
4105,39.4611228,-0.3414714,,,,,,,,,,,,
4106,39.461473,-0.3412971,,,,,,,,,,,,
4107,39.4615206,-0.3414577,,,,,,,,,,,,
4108,39.4615688,-0.3416182,,,,,,,,,,,,
4109,39.4635618,-0.365948,,,,residential,11,,,,,,,
4110,39.4635249,-0.365749,,,,apartments,10,,,,,,,
4111,39.4633135,-0.3676037,,,,apartments,9,,,,,,2.14E-08,1.586896552
4112,39.4633561,-0.3677899,,,,apartments,8,,,,,,2.11E-08,1.177642501
4113,39.4635027,-0.3678598,,,,apartments,9,,,,,,3.69E-08,1.299259945
4114,39.4634693,-0.3676362,,,,apartments,11,,,,,,3.27E-08,1.274133333
4115,39.4634104,-0.367412,,,,apartments,9,,,,,,3.61E-08,1.428923988
4116,39.4639359,-0.3672518,,,,residential,6,,,,,,1.75E-08,1.560544218
4117,39.4640005,-0.3673198,,,,apartments,8,,,,,,1.60E-08,1.680555556
4118,39.4643005,-0.3675414,,,,residential,8,,,,,,2.78E-08,1.599330357
4119,39.4641889,-0.367459,,,,residential,8,,,,,,2.82E-08,1.367315574
4120,39.467531,-0.3530073,,,,residential,9,,,,,,,
4121,39.4672482,-0.353025,,,,,2,,,,,,,
4122,39.4712978,-0.3557401,,,,residential,,,,,,,,
4123,39.4713254,-0.355464,,,,residential,,,,,,,,
4124,39.4702327,-0.356031,,,,residential,,,,,,,,
4125,39.4717675,-0.3595679,,,,residential,,,,,,,,
4126,39.4717012,-0.3597557,,,,residential,,,,,,,,
4127,39.4716316,-0.3594697,,,,residential,,,,,,,,
4128,39.4717703,-0.3587175,,,,residential,,,,,,,,
4129,39.4716777,-0.3571036,30,46010,Avinguda d'Arag?,commercial,15,,,,,,,
4130,39.4801529,-0.3648244,,,,school,3,,,,,,,
4131,39.4803143,-0.3654954,,,,detached,3,,,,,,,
4132,39.4803768,-0.3656365,,,,detached,3,,,,,,,
4133,39.4802833,-0.3653323,,,,detached,4,,,,,,,
4134,39.4802206,-0.3651787,,,,detached,3,,,,,,,
4135,39.480171,-0.3650098,,,,detached,3,,,,,,,
4136,39.4803156,-0.3647795,,,,school,3,,,,,,,
4137,39.4803294,-0.3649414,,,,detached,3,,,,,,,
4138,39.4803935,-0.3651216,,,,public,3,,,,,,,
4139,39.4804388,-0.3652867,,,,house,2,,,,,,,
4140,39.48048,-0.365449,,,,house,3,,,,,,,
4141,39.4805369,-0.3655439,,,,house,3,,,,,,,
4142,39.4815082,-0.3600874,,,,apartments,18,,,,,,,
4143,39.4816975,-0.3604262,,,,apartments,18,,,,,,,
4144,39.4814885,-0.3606904,,,,apartments,18,,,,,,,
4145,39.4804834,-0.36135,,,,apartments,12,,,,,,,
4146,39.4817623,-0.3633498,,,,public,2,,,,,,,
4147,39.4814944,-0.3632953,,,,public,1,,,,,,,
4148,39.4812455,-0.363818,,,,apartments,10,,,,,,,
4149,39.483632,-0.3589998,,,,apartments,9,,,,,,,
4150,39.4835355,-0.3586639,,,,apartments,9,,,,,,,
4151,39.4835826,-0.3588354,,,,apartments,9,,,,,,,
4152,39.4837806,-0.3595182,,,,apartments,9,,,,,,,
4153,39.4830757,-0.3599003,,,,apartments,9,,,,,,,
4154,39.4830161,-0.3596081,,,,apartments,9,,,,,,,
4155,39.4829426,-0.3592481,,,,apartments,9,,,,,,,
4156,39.4838811,-0.3585455,,,,apartments,9,,,,,,,
4157,39.4841499,-0.3594553,,,,apartments,7,,,,,,,
4158,39.4840879,-0.3592473,,,,apartments,9,,,,,,,
4159,39.4840108,-0.3589915,,,,apartments,9,,,,,,,
4160,39.4839467,-0.3587719,,,,apartments,9,,,,,,,
4161,39.4844033,-0.3603888,,,,house,1,,,,,,,
4162,39.4843802,-0.3603245,,,,house,1,,,,,,,
4163,39.4843672,-0.3602677,,,,house,1,,,,,,,
4164,39.4843445,-0.3601876,,,,house,2,,,,,,,
4165,39.4843331,-0.3600802,,,,apartments,4,,,,,,,
4166,39.484282,-0.3599868,,,,house,2,,,,,,,
4167,39.4842597,-0.3598908,,,,house,2,,,,,,,
4168,39.4842337,-0.3598044,,,,house,2,,,,,,,
4169,39.4844587,-0.3583822,,,,apartments,7,,,,,,,
4170,39.4845023,-0.3585183,,,,apartments,7,,,,,,,
4171,39.4846265,-0.3589176,,,,apartments,7,,,,,,,
4172,39.484981,-0.360108,,,,apartments,7,,,,,,,
4173,39.4849248,-0.3599774,,,,house,3,,,,,,,
4174,39.4849061,-0.3598967,,,,apartments,5,,,,,,,
4175,39.4848528,-0.3597014,,,,apartments,5,,,,,,,
4176,39.4847907,-0.3596288,,,,apartments,5,,,,,,,
4177,39.483153,-0.3559491,,,,,1,,,,,,,
4178,39.4877065,-0.3536478,,,,house,2,,,,,,,
4179,39.4875391,-0.353735,,,,house,2,,,,,,,
4180,39.4859101,-0.3541721,,,,apartments,9,,,,,,,
4181,39.486231,-0.354113,,,,apartments,9,,,,,,,
4182,39.4865593,-0.3541154,,,,apartments,9,,,,,,,
4183,39.4868818,-0.3540661,,,,apartments,9,,,,,,,
4184,39.4873761,-0.35448,,,,apartments,7,,,,,,,
4185,39.4873115,-0.3548674,,,,apartments,8,,,,,,,
4186,39.4860961,-0.3547133,,,,apartments,7,,,,,,,
4187,39.486136,-0.3550827,,,,apartments,7,,,,,,,
4188,39.4864727,-0.3546447,,,,apartments,7,,,,,,,
4189,39.4866418,-0.3546107,,,,apartments,7,,,,,,,
4190,39.4865153,-0.3550134,,,,apartments,7,,,,,,,
4191,39.4866883,-0.35498,,,,apartments,7,,,,,,,
4192,39.4846681,-0.3544774,,,,apartments,9,,,,,,,
4193,39.4852512,-0.3542911,,,,apartments,9,,,,,,,
4194,39.4855709,-0.3542317,,,,apartments,9,,,,,,,
4195,39.4855165,-0.3548772,,,,apartments,9,,,,,,,
4196,39.4857122,-0.3553698,,,,apartments,10,,,,,,,
4197,39.4855065,-0.3556424,,,,apartments,10,,,,,,,
4198,39.4850021,-0.355728,,,,apartments,10,,,,,,,
4199,39.4847471,-0.3555374,,,,apartments,10,,,,,,,
4200,39.4750644,-0.354821,,,,apartments,,,,,,,,
4201,39.4770176,-0.3560137,1,,Avinguda de Catalunya,,20,,,,,,,
4202,39.4773023,-0.3558742,4,,Carrer del Cronista Almela i Vives,,1,,,,,,,
4203,39.4775884,-0.3557339,3,,Avinguda de Catalunya,,20,,,,,,,
4204,39.4774932,-0.3565192,1,,Passatge del Doctor Bartual Moret,,18,,,,,,,
4205,39.4774488,-0.357597,25,,Avinguda de Blasco Ib??ez,apartments,18,,,,,,,
4206,39.4776601,-0.357494,4,,Carrer de Gasc? Oliag,apartments,18,,,,,,,
4207,39.4779758,-0.3573375,8,,Carrer de Gasc? Oliag,apartments,18,,,,,,,
4208,39.4738176,-0.3512252,,,,,,,,,,,,
4209,39.4739278,-0.3511721,,,,,,,,,,,,
4210,39.4740388,-0.3511186,,,,,,,,,,,,
4211,39.47415,-0.351065,,,,,,,,,,,,
4212,39.4739827,-0.3517151,,,,,,,,,,,,
4213,39.4741298,-0.3516432,,,,,,,,,,,,
4214,39.4742775,-0.3515709,,,,,,,,,,,,
4215,39.4741897,-0.3504049,,,,,,,,,,,,
4216,39.4743008,-0.3507798,,,,,,,,,,,,
4217,39.4743643,-0.3509938,,,,,,,,,,,,
4218,39.4744128,-0.3511577,,,,apartments,,,,,,,,
4219,39.4744766,-0.351373,,,,apartments,,,,,,,,
4220,39.4745571,-0.3518701,,,,,,,,,,,,
4221,39.4743757,-0.3519588,,,,,,,,,,,,
4222,39.4738981,-0.3521933,,,,,,,,,,,,
4223,39.47408,-0.3521043,4,,Carrer de l'Amistat,,,,,,,,,
4224,39.4736523,-0.3496193,,,,apartments,,,,,,,,
4225,39.4733372,-0.3501865,,,,apartments,,,,,,,,
4226,39.4735119,-0.3501001,,,,apartments,,,,,,,,
4227,39.47369,-0.3500118,,,,apartments,,,,,,,,
4228,39.4738667,-0.3499235,,,,apartments,,,,,,,,
4229,39.4740064,-0.3498547,,,,apartments,,,,,,,,
4230,39.4732248,-0.3498036,2,,Carrer de Dao?z i Velarde,residential,11,,,,,,,
4231,39.472381,-0.3498618,14,,Pla?a d'Olof Palme,residential,8,,,,,,,
4232,39.4727759,-0.3493317,,,,apartments,9,,,,,,,
4233,39.4727032,-0.3490772,,,,service,,,,,,,,
4234,39.4789565,-0.3568119,1,,Carrer de X?bia,apartments,13,,,,,,,
4235,39.478701,-0.3570821,10,,Carrer de Gasc? Oliag,apartments,11,,,,,,,
4236,39.4784788,-0.3571895,8,,Carrer de Gasc? Oliag,apartments,11,,,,,,,
4237,39.4557544,-0.379214,,,,,1,,yes,,,,2.72E-08,1.654918464
4238,39.4561647,-0.3782748,23C,46006,Avinguda de Peris i Valero,,1,,yes,,,,1.93E-07,2.067188519
4239,39.4582405,-0.3772634,4E,46006,Carrer de les Filipines,,1,,yes,,,,1.19E-07,0.848502222
4240,39.4594258,-0.3781152,4A,46006,Carrer de les Filipines,,1,,yes,,,,1.06E-07,1.118408881
4241,39.4587563,-0.3783074,4D,46006,Carrer de les Filipines,,1,,yes,,,,5.01E-08,1.89569378
4242,39.4589201,-0.37825,4C,46006,Carrer de les Filipines,,1,,yes,,,,5.01E-08,1.89569378
4243,39.4555535,-0.3753843,,,,residential,11,,,,,,5.67E-08,1.248962656
4244,39.4544662,-0.3754728,,,,residential,8,,,,,,2.15E-07,0.96085945
4245,39.452144,-0.3753077,,,,residential,8,,,,,,2.59E-07,0.919929036
4246,39.4519428,-0.375848,,,,residential,8,,,,,,1.88E-07,0.915368991
4247,39.4523621,-0.3745508,,,,residential,8,,,,,,2.58E-07,0.856738035
4248,39.453299,-0.3753622,,,,residential,8,,,,,,5.16E-07,0.861836491
4249,39.4532996,-0.3760693,,,,residential,8,,,,,,1.73E-07,1.025291181
4250,39.4538946,-0.3765278,,,,residential,8,,,,,,1.26E-07,0.998674995
4251,39.4709638,-0.3570832,,,,residential,,,,,,,,
4252,39.4708627,-0.3575995,,,,residential,,,,,,,,
4253,39.4710094,-0.3569111,,,,residential,,,,,,,,
4254,39.4701222,-0.3553804,,,,residential,,,,,,,,
4255,39.4703181,-0.3555873,,,,residential,,,,,,,,
4256,39.4699632,-0.3569199,,,,residential,,,,,,,,
4257,39.4700457,-0.3571013,,,,residential,,,,,,,,
4258,39.4700833,-0.3572614,,,,residential,,,,,,,,
4259,39.4700529,-0.3568562,,,,residential,,,,,,,,
4260,39.4695756,-0.3556185,,,,residential,,,,,,,,
4261,39.4697557,-0.3555357,,,,residential,,,,,,,,
4262,39.4698445,-0.3554916,,,,residential,,,,,,,,
4263,39.4699109,-0.3559156,,,,,,,,,,,,
4264,39.4700453,-0.3563271,,,,residential,,,,,,,,
4265,39.4699091,-0.3563942,,,,residential,,,,,,,,
4266,39.4697865,-0.3564023,,,,residential,,,,,,,,
4267,39.4697678,-0.3562163,,,,,,,,,,,,
4268,39.4697159,-0.3560418,,,,,,,,,,,,
4269,39.4696785,-0.3559158,,,,,,,,,,,,
4270,39.4696404,-0.3557874,,,,,,,,,,,,
4271,39.4719296,-0.3586601,,,,residential,,,,,,,,
4272,39.4720439,-0.3586075,,,,residential,,,,,,,,
4273,39.4721737,-0.3585482,,,,residential,,,,,,,,
4274,39.4529482,-0.3771133,,,,residential,8,,,,,,2.60E-07,4.592949784
4275,39.4651362,-0.3518189,,,,residential,9,,,,,,,
4276,39.4648643,-0.3507482,,,,,,,,,,,,
4277,39.4650412,-0.3503537,,,,,,,,,,,,
4278,39.4649967,-0.3501949,,,,,,,,,,,,
4279,39.465158,-0.3507812,,,,,,,,,,,,
4280,39.4652062,-0.3509431,,,,,,,,,,,,
4281,39.4652433,-0.3510677,,,,,,,,,,,,
4282,39.4667845,-0.3545946,,,,residential,9,,,,,,,
4283,39.4688748,-0.3605851,,,,,,,,,,,,
4284,39.469053,-0.3607299,,,,,,,,,,,,
4285,39.468706,-0.3604397,,46010,Pla?a de Saragossa,office,2,,,,,,,
4286,39.4677675,-0.3579852,,,,,,,,,,,,
4287,39.4675961,-0.357544,,,,,,,,,,,,
4288,39.4673957,-0.3567474,,,,,,,,,,,,
4289,39.4671793,-0.3562232,33,46021,Avinguda del Port,residential,5,,,,,,,
4290,39.4670489,-0.355487,,,,apartments,4,,,,,,,
4291,39.4735979,-0.3485776,110,,Avinguda de Blasco Ib??ez,apartments,,,,,,,,
4292,39.4729906,-0.3488471,24,,,apartments,9,,,,,,,
4293,39.4768535,-0.3521416,,,,apartments,,,,,,,,
4294,39.4761606,-0.3531608,,,,,,,,,,,,
4295,39.4759968,-0.3524633,,,,,,,,,,,,
4296,39.4382617,-0.4001051,,,,,,,,,,,5.30E-08,0.750224618
4297,39.4383014,-0.4001984,,,,,,,,,,,5.88E-09,0.660697455
4298,39.4382128,-0.4001889,,,,,,,,,,,4.32E-09,0.834348356
4299,39.4382063,-0.4001098,,,,,,,,,,,5.29E-09,1.556358382
4300,39.438411,-0.4002811,,,,,,,,,,,1.50E-09,0.858974359
4301,39.440747,-0.4026389,,,,,,,,,,,1.22E-07,3.386445939
4302,39.4851224,-0.3641682,,,,apartments,13,,,,,,,
4303,39.4849873,-0.3639482,,,,apartments,12,,,,,,,
4304,39.4853478,-0.3670972,,,,,,,,,,,,
4305,39.485531,-0.367011,,,,,,,,,,,,
4306,39.4856494,-0.3669545,,,,,,,,,,,,
4307,39.4674673,-0.3800121,79,46007,Carrer de Sant Vicent M?rtir,,,,,,,,4.19E-08,1.442083333
4308,39.4673444,-0.3801096,,,,,,,,,,,4.22E-08,1.439419087
4309,39.467949,-0.3797238,,,,residential,,,,,,,2.37E-08,1.108163265
4310,39.4676917,-0.3798342,,,,,,,,,,,3.70E-08,1.482285208
4311,39.467583,-0.3799204,,,,,,,,,,,3.74E-08,1.47950639
4312,39.4708243,-0.3803689,,,,residential,,,,,,,,
4313,39.4712559,-0.3787529,,,,,,,,,,,,
4314,39.4711305,-0.3788438,,,,,,,,,,,,
4315,39.4708248,-0.3792138,,,,,,,,,,,,
4316,39.464972,-0.3753247,,,,residential,,,,,,,6.16E-07,1.450453635
4317,39.4713181,-0.3702272,,,,,,,,,,,,
4318,39.4714775,-0.3701374,,,,,,,,,,,,
4319,39.4712368,-0.3698716,,,,,,,,,,,,
4320,39.4711367,-0.3697636,41,46004,Carrer de Colom,,,,,,,,,
4321,39.4704896,-0.3693533,,,,,,,,,,,,
4322,39.4704458,-0.3691049,,,,,,,,,,,,
4323,39.4704491,-0.3688854,,,,,,,,,,,,
4324,39.4705698,-0.3690157,,,,,,,,,,,,
4325,39.4707015,-0.3691146,,,,,,,,,,,,
4326,39.470883,-0.3691808,,,,,,,,,,,,
4327,39.4710217,-0.3692956,80,46004,Carrer de Colom,,,,,,,,,
4328,39.4706148,-0.3695888,74,46004,Carrer de Colom,,,,,,,,,
4329,39.4707574,-0.3694404,76,46004,Carrer de Colom,,,,,,,,,
4330,39.4708563,-0.3693307,78,46004,Carrer de Colom,,,,,,,,,
4331,39.470503,-0.3697966,,,,,,,,,,,,
4332,39.4700261,-0.3655514,4,46004,Pla?a d'Am?rica,,,,,,,,,
4333,39.4696773,-0.3653862,,,,,,,,,,,,
4334,39.4689057,-0.3658966,12,46005,Pla?a de C?novas del Castillo,cafe,,,,,,,,
4335,39.4694294,-0.364998,2,46004,Pla?a d'Am?rica,,,,,,,,,
4336,39.4686972,-0.366412,,,,,,,,,,,,
4337,39.4685897,-0.366392,,,,,,,,,,,,
4338,39.4649498,-0.376565,,,,,,,,,,,4.76E-08,1.107093664
4339,39.4648785,-0.3767337,,,,,,,,,,,4.89E-08,1.113387978
4340,39.4648112,-0.3768927,,,,,,,,,,,4.22E-08,1.062037363
4341,39.4642496,-0.3767786,,,,,,,,,,,3.59E-08,1.571493009
4342,39.4643531,-0.3768508,,,,,,,,,,,3.94E-08,1.590163934
4343,39.4644592,-0.376924,,,,,,,,,,,3.72E-08,1.631482331
4344,39.4645691,-0.3770024,,,,,,,,,,,4.31E-08,1.553571429
4345,39.4649615,-0.3760927,,,,,,,,,,,4.00E-08,1.58558952
4346,39.4648524,-0.3760148,,,,,,,,,,,4.16E-08,1.5703259
4347,39.464742,-0.375936,,,,,,,,,,,4.10E-08,1.575496117
4348,39.4646323,-0.3758577,,,,,,,,,,,4.10E-08,1.575496117
4349,39.4636853,-0.3775859,31,,Carrer d'Alacant,residential,7,,,,,,8.26E-08,1.259382567
4350,39.4644578,-0.3773699,21,,Carrer d'Alacant,residential,5,,,,,,3.55E-08,1.360663984
4351,39.4639102,-0.3770461,,,,residential,,,,,,,3.74E-08,1.03383758
4352,39.4647015,-0.3771607,1,,Carrer d'Alcoi,residential,7,,,,,,3.43E-08,0.913884674
4353,39.4647606,-0.3770421,9,,Carrer de Sogorb,residential,,,,,,,3.65E-08,1.069083969
4354,39.4654414,-0.3764077,,,,residential,,,,,,,3.93E-08,1.083266613
4355,39.4660496,-0.376794,,,,residential,,,,,,,4.08E-08,1.505236908
4356,39.4651051,-0.3771356,17,,Carrer d'Alacant,residential,,,,,,,3.55E-08,1.291804832
4357,39.4657058,-0.3760923,1,46004,Carrer del General San Mart?n,residential,,,,,,,3.10E-08,1.192825112
4358,39.4666067,-0.3753382,,,,,,,,,,,3.06E-09,2.00862069
4359,39.4665745,-0.3753486,,,,,,,,,,,4.07E-09,1.986733002
4360,39.4665387,-0.375361,,,,,,,,,,,4.10E-09,2.043993232
4361,39.4665034,-0.3753736,,,,,,,,,,,4.14E-09,2.018487395
4362,39.4664679,-0.3753863,,,,,,,,,,,4.22E-09,2.038655462
4363,39.4700623,-0.3667563,,,,,,,,,,,,
4364,39.4817139,-0.387867,,,,,,,,,,,,
4365,39.4812806,-0.3875607,,,,,,,,,,,,
4366,39.4810735,-0.3874164,,,,,,,,,,,,
4367,39.4808326,-0.3872381,1,46009,Carrer de Ricardo Mic?,,,,,,hotel,,,
4368,39.4651063,-0.3505679,120,,Avinguda del Port,,,,,,,,,
4369,39.4648697,-0.349755,130,,Avinguda del Port,,,,,,,,,
4370,39.4646897,-0.3491608,148,,Avinguda del Port,,,,,,,,,
4371,39.4646109,-0.3489018,,,Avinguda del Port,,,,,,,,,
4372,39.4659823,-0.3481721,,,,,,,,,,,,
4373,39.4658133,-0.34765,,,,,,,,,,,,
4374,39.4658798,-0.3477768,,,,,,,,,,,,
4375,39.4659101,-0.3478972,,,,,,,,,,,,
4376,39.4659399,-0.3480178,,,,,,,,,,,,
4377,39.4487219,-0.4297429,,,,,2,,,,,,2.20E-08,1.763671875
4378,39.4986769,-0.3986469,,,,house,,,,,,,,
4379,39.499083,-0.3958281,,,,house,,,,,,,,
4380,39.4237356,-0.3413443,258,46012,Carretera del R?o,restaurant,,,,,,,3.65E-08,2.573827852
4381,39.4501737,-0.3534322,6,46013,Entrada Rico,retail,2,,,,,,,
4382,39.4244735,-0.3196619,,,,,,,,,,,1.79E-06,2.900265493
4383,39.4852257,-0.3554466,,,,apartments,10,,,,,,,
